temperature,humidity,ph,light_lux,co2_ppm,soil_moisture,crop_type,condition
15.65,70.84,6.36,34345.58,1298.79,70.92,Lettuce,optimal
25.95,58.35,6.27,27060.56,819.4,60.48,Lettuce,warning
22.63,75.59,6.31,15875.65,894.04,47.74,Lettuce,optimal
21.8,57.23,6.32,10182.09,1102.28,65.1,Lettuce,optimal
17.84,53.81,6.32,19017.33,1129.15,63.48,Lettuce,optimal
17.57,63.18,6.93,23185.48,1118.35,46.37,Lettuce,optimal
20.38,52.29,6.22,39954.61,800.55,41.36,Lettuce,optimal
16.65,60.59,5.91,11074.52,1227.15,57.24,Lettuce,warning
14.23,80.19,6.27,39413.58,767.32,77.44,Lettuce,warning
21.11,70.53,7.01,18668.96,1470.31,61.04,Lettuce,warning
21.37,59.53,6.56,14579.86,1044.15,65.83,Lettuce,optimal
24.19,72.41,6.23,19410.25,703.83,47.92,Lettuce,warning
13.3,62.18,6.24,39440.09,1035.6,53.63,Lettuce,warning
19.52,54.89,6.59,28102.7,924.92,57.85,Lettuce,optimal
23.93,77.73,6.83,26634.58,1094.03,43.64,Lettuce,optimal
16.02,49.33,6.7,26375.64,650.54,77.87,Lettuce,warning
23.42,73.41,6.73,36365.45,575.25,69.59,Lettuce,optimal
14.79,70.5,6.33,35706.83,1450.96,44.1,Lettuce,warning
19.89,85.73,6.18,36309.96,1049.21,53.75,Lettuce,warning
16.49,55.07,6.79,20832.22,956.76,57.44,Lettuce,optimal
20.6,74.1,6.74,21562.95,1260.23,73.38,Lettuce,optimal
19.13,74.8,6.2,12629.55,1305.07,56.62,Lettuce,optimal
23.12,83.48,5.69,37126.25,911.67,58.59,Lettuce,warning
18.22,78.29,5.93,24489.96,1135.35,70.14,Lettuce,warning
24.31,52.45,6.25,20190.38,1298.35,53.8,Lettuce,warning
14.22,81.6,6.1,39689.87,1125.23,69.23,Lettuce,warning
17.11,49.83,6.82,35218.77,1213.86,45.87,Lettuce,warning
21.72,72.76,6.66,33117.67,1295.47,66.75,Lettuce,optimal
17.74,66.67,5.73,22270.97,848.68,43.65,Lettuce,warning
18.75,48.4,6.66,38935.02,468.23,78.41,Lettuce,warning
20.85,60.17,6.55,25056.57,1292.98,70.37,Lettuce,optimal
13.73,47.97,6.44,19532.64,682.17,51.61,Lettuce,warning
18.27,79.98,6.38,37278.39,722.93,57.77,Lettuce,optimal
17.56,65.69,7.22,27560.47,798.97,65.58,Lettuce,warning
15.15,76.44,6.54,23276.01,1024.67,64.64,Lettuce,optimal
16.61,65.58,6.29,30617.0,1291.33,72.22,Lettuce,optimal
19.09,66.59,5.94,32580.79,714.46,58.51,Lettuce,warning
16.91,52.81,6.54,11773.55,1202.87,55.01,Lettuce,optimal
16.27,63.34,6.38,18443.43,1215.3,44.12,Lettuce,optimal
25.0,52.15,6.15,32808.8,749.68,41.16,Lettuce,warning
17.25,61.8,6.92,19865.37,1278.04,75.51,Lettuce,optimal
16.96,79.51,6.51,38996.01,506.4,62.41,Lettuce,optimal
19.44,58.76,6.63,29740.47,439.35,47.11,Lettuce,optimal
21.78,68.38,7.04,33051.8,1436.83,66.29,Lettuce,warning
17.29,55.17,6.89,29376.76,431.9,58.14,Lettuce,optimal
23.26,69.51,6.76,24021.74,603.3,52.77,Lettuce,optimal
18.11,46.0,6.83,22153.69,1313.74,74.88,Lettuce,warning
16.59,76.78,6.69,36110.67,657.69,70.25,Lettuce,optimal
20.45,61.26,6.24,29938.81,1240.12,52.89,Lettuce,optimal
20.73,58.12,6.82,16193.1,1416.06,54.95,Lettuce,optimal
17.78,50.14,6.42,25766.52,680.54,74.29,Lettuce,optimal
13.34,62.1,6.33,10049.1,552.74,57.27,Lettuce,warning
16.54,61.12,6.35,27699.39,436.25,57.21,Lettuce,optimal
23.49,65.82,6.55,19162.95,1246.85,71.62,Lettuce,optimal
20.55,78.94,6.44,10971.63,1243.36,70.11,Lettuce,optimal
16.31,56.47,6.29,19373.79,1256.72,60.24,Lettuce,optimal
15.11,61.42,6.32,18895.23,1111.68,80.7,Lettuce,warning
19.92,51.82,7.02,32618.16,1257.44,56.03,Lettuce,warning
18.16,55.25,5.72,16612.88,676.43,57.76,Lettuce,warning
20.37,66.82,6.09,38353.55,1444.95,67.76,Lettuce,optimal
25.23,68.86,7.11,11875.8,747.41,48.79,Lettuce,warning
18.04,53.19,6.65,33910.65,1054.26,45.53,Lettuce,optimal
20.56,71.63,6.42,30312.24,679.63,52.72,Lettuce,optimal
23.69,60.0,6.2,36948.42,1191.63,43.41,Lettuce,optimal
17.41,47.17,6.76,23089.08,543.57,77.28,Lettuce,warning
18.01,50.88,6.33,30190.13,464.59,48.06,Lettuce,optimal
22.54,67.54,6.79,22758.19,440.08,48.6,Lettuce,optimal
17.07,56.93,5.98,35386.73,1476.25,72.78,Lettuce,warning
23.89,61.81,7.17,15803.31,1427.89,82.36,Lettuce,warning
19.57,86.47,6.63,18133.96,862.49,61.09,Lettuce,warning
13.4,69.79,6.91,15922.11,1266.15,73.97,Lettuce,warning
24.29,79.02,6.69,39685.64,1254.05,44.93,Lettuce,warning
18.72,74.57,5.99,29002.2,1136.78,46.86,Lettuce,warning
19.85,70.26,6.46,10099.36,393.32,57.07,Lettuce,warning
21.15,53.06,6.75,16166.0,721.45,71.4,Lettuce,optimal
21.11,50.07,6.76,10457.43,910.04,65.4,Lettuce,optimal
16.56,58.35,6.2,37286.59,1488.39,42.08,Lettuce,optimal
21.41,65.54,6.25,32393.97,1408.41,77.16,Lettuce,optimal
19.79,57.71,6.9,16486.35,1038.39,52.65,Lettuce,optimal
23.68,56.53,6.4,37166.38,496.02,60.15,Lettuce,optimal
14.39,51.28,6.06,15043.01,1342.3,52.49,Lettuce,warning
27.05,66.75,6.29,27056.64,953.81,72.42,Lettuce,warning
17.25,62.35,6.62,38866.22,1387.45,57.24,Lettuce,optimal
24.54,62.64,6.42,16333.91,1077.7,46.56,Lettuce,warning
21.42,79.43,6.04,11531.47,482.27,76.58,Lettuce,optimal
17.25,60.31,6.94,35722.76,742.82,66.76,Lettuce,optimal
22.55,64.5,6.01,35357.92,1021.37,48.87,Lettuce,optimal
21.34,47.1,6.02,32526.22,364.39,58.87,Lettuce,warning
20.3,54.84,6.83,16422.4,738.53,52.47,Lettuce,optimal
14.44,50.3,7.02,40263.79,655.09,66.3,Lettuce,warning
21.58,77.46,6.41,18356.56,749.9,68.24,Lettuce,optimal
21.6,53.35,6.35,37797.74,1302.82,79.12,Lettuce,optimal
20.28,59.11,6.63,29628.3,461.97,59.66,Lettuce,optimal
18.39,53.7,6.56,27638.59,1427.1,40.22,Lettuce,optimal
17.19,69.42,6.07,31641.01,1245.34,44.35,Lettuce,optimal
19.95,64.14,6.04,37113.72,1303.68,67.69,Lettuce,optimal
20.4,65.64,7.07,30594.72,1204.53,72.66,Lettuce,warning
17.93,78.81,5.78,19778.42,752.33,79.7,Lettuce,warning
24.72,71.69,6.74,27002.12,1463.59,60.11,Lettuce,warning
15.35,56.03,6.77,32021.14,822.87,41.05,Lettuce,optimal
23.55,49.52,6.83,40589.05,908.69,51.96,Lettuce,warning
20.58,71.92,6.55,39354.67,463.83,59.93,Lettuce,optimal
23.09,78.38,6.14,33362.6,982.67,56.89,Lettuce,optimal
13.42,76.8,6.23,19029.1,705.87,75.14,Lettuce,warning
21.9,76.33,6.17,29224.89,1042.21,68.7,Lettuce,optimal
22.26,48.77,6.48,11350.6,1002.51,51.2,Lettuce,warning
18.88,62.89,6.63,18914.18,1189.03,53.95,Lettuce,optimal
12.78,76.47,5.94,24213.15,1156.53,50.1,Lettuce,warning
15.15,61.99,7.08,29880.88,1124.68,66.12,Lettuce,warning
16.33,62.5,6.72,12996.29,700.84,52.73,Lettuce,optimal
21.17,77.25,6.1,25122.4,603.43,79.48,Lettuce,optimal
18.64,61.61,6.69,31518.49,865.85,52.08,Lettuce,optimal
21.09,55.25,6.11,24843.88,698.92,54.79,Lettuce,optimal
17.61,77.9,6.62,11987.95,492.16,77.34,Lettuce,optimal
18.57,50.41,6.71,27474.8,1099.2,50.45,Lettuce,optimal
14.86,72.39,6.37,29777.33,1168.29,63.15,Lettuce,warning
17.85,56.97,6.72,35441.92,1438.81,45.72,Lettuce,optimal
17.78,81.54,6.76,36242.12,636.7,64.85,Lettuce,warning
21.65,74.21,6.09,11128.02,1057.54,50.46,Lettuce,optimal
21.61,75.43,6.3,34853.99,595.86,69.56,Lettuce,optimal
24.09,54.54,5.97,23707.22,470.14,73.66,Lettuce,warning
25.64,65.24,6.47,22469.98,1171.28,40.72,Lettuce,warning
21.51,71.71,6.42,17696.12,1177.74,43.2,Lettuce,optimal
18.07,76.82,6.85,9553.32,694.16,48.26,Lettuce,warning
16.7,54.55,6.37,24469.3,1238.8,63.88,Lettuce,optimal
21.47,50.78,6.46,35314.06,1288.99,73.65,Lettuce,optimal
27.67,69.83,6.2,29106.98,1232.96,70.88,Lettuce,critical
17.34,58.73,6.36,38186.38,1039.17,63.13,Lettuce,optimal
16.16,61.52,6.89,31060.42,1250.0,59.62,Lettuce,optimal
23.92,60.92,7.14,22971.04,868.31,66.01,Lettuce,warning
24.8,49.13,7.06,19143.54,865.52,39.98,Lettuce,warning
17.41,68.05,6.28,24007.19,1404.14,42.69,Lettuce,optimal
22.95,59.52,6.99,17969.44,530.88,45.32,Lettuce,optimal
17.63,54.49,7.06,36514.23,1297.54,68.46,Lettuce,warning
17.95,56.96,5.96,17832.25,969.65,63.62,Lettuce,warning
20.24,64.29,6.7,33393.45,751.79,73.66,Lettuce,optimal
21.83,62.26,6.46,25587.81,1456.81,75.99,Lettuce,optimal
16.97,67.29,6.57,25600.27,607.75,74.87,Lettuce,optimal
21.32,72.93,6.76,32436.78,906.05,64.11,Lettuce,optimal
15.64,73.22,5.87,31338.31,635.19,42.51,Lettuce,warning
17.89,51.74,6.83,32229.04,960.17,46.84,Lettuce,optimal
15.71,53.96,5.96,36060.16,655.23,55.77,Lettuce,warning
15.68,54.73,6.52,28916.93,660.62,44.3,Lettuce,optimal
17.61,53.64,6.27,38630.4,1059.42,65.12,Lettuce,optimal
16.75,64.12,6.72,30674.8,1176.26,48.68,Lettuce,optimal
18.6,65.96,7.06,27983.48,1000.73,44.18,Lettuce,warning
20.11,54.2,6.2,15515.54,1158.61,49.07,Lettuce,optimal
18.25,77.15,6.19,25554.73,851.75,38.61,Lettuce,warning
20.89,45.58,6.58,26285.56,1061.56,60.02,Lettuce,warning
16.52,53.26,6.79,26094.65,1316.89,71.19,Lettuce,optimal
24.13,61.91,6.23,33967.37,898.2,49.18,Lettuce,warning
22.7,78.22,6.31,12917.0,856.85,72.72,Lettuce,optimal
23.25,55.28,5.77,35654.73,823.79,59.49,Lettuce,warning
22.99,53.88,6.83,12289.49,798.6,71.5,Lettuce,optimal
17.29,77.14,6.62,18919.8,704.78,55.64,Lettuce,optimal
19.72,53.48,6.27,23430.14,1193.86,66.45,Lettuce,optimal
21.47,51.58,6.17,28253.66,935.2,36.38,Lettuce,warning
21.91,73.77,6.65,12381.17,1219.17,64.48,Lettuce,optimal
21.51,75.42,6.87,24992.85,575.21,64.94,Lettuce,optimal
21.4,68.43,6.11,15106.2,1415.6,68.68,Lettuce,optimal
20.65,70.9,6.48,29135.41,1380.24,63.96,Lettuce,optimal
22.04,54.88,6.35,31970.05,696.21,49.38,Lettuce,optimal
18.11,55.48,6.18,22590.63,1426.86,62.16,Lettuce,optimal
16.4,50.21,7.01,20355.99,1280.71,68.08,Lettuce,warning
24.25,53.62,6.69,18189.32,1385.99,62.89,Lettuce,warning
19.96,59.77,6.07,31386.15,636.87,62.56,Lettuce,optimal
18.12,71.46,7.05,32987.62,1263.91,48.47,Lettuce,warning
14.36,69.54,6.31,22861.65,423.45,48.92,Lettuce,warning
15.8,79.16,6.22,26171.03,442.62,68.12,Lettuce,optimal
17.53,76.26,6.89,19677.5,1421.54,79.22,Lettuce,optimal
23.13,73.79,6.62,26482.64,466.29,44.08,Lettuce,optimal
23.57,66.18,6.95,34363.18,1320.82,78.56,Lettuce,optimal
17.66,50.71,6.54,13138.15,427.53,54.31,Lettuce,optimal
20.11,65.97,6.22,29130.79,653.69,39.09,Lettuce,warning
21.61,68.74,7.15,10644.51,1298.94,65.66,Lettuce,warning
18.62,72.05,6.73,27213.65,1032.02,78.77,Lettuce,optimal
25.21,58.49,6.63,22032.65,708.95,63.98,Lettuce,warning
22.98,74.86,6.18,25275.47,613.47,78.47,Lettuce,optimal
23.79,70.98,6.8,31782.35,1074.94,46.9,Lettuce,optimal
18.59,71.2,6.6,21358.38,1426.52,48.23,Lettuce,optimal
19.1,72.68,6.83,29142.81,731.56,45.04,Lettuce,optimal
21.92,72.37,6.15,31272.8,923.48,66.79,Lettuce,optimal
22.85,60.34,5.94,32939.56,1088.18,69.59,Lettuce,warning
22.61,75.87,7.27,26249.33,916.83,56.31,Lettuce,warning
12.12,75.12,6.19,37585.72,1031.56,63.04,Lettuce,critical
17.09,51.05,6.29,22271.73,476.01,63.12,Lettuce,optimal
21.29,82.41,6.74,16617.14,1375.23,77.64,Lettuce,warning
17.92,69.83,6.03,34625.44,1513.31,43.43,Lettuce,warning
25.43,69.04,7.0,22839.95,1340.82,45.69,Lettuce,warning
17.99,51.39,6.98,33729.49,1317.08,76.49,Lettuce,optimal
16.24,64.21,5.8,16449.86,644.53,57.11,Lettuce,warning
18.88,49.74,6.12,14527.47,1458.09,70.56,Lettuce,warning
24.02,62.95,6.05,33335.53,764.2,48.78,Lettuce,warning
14.52,57.83,6.28,21296.54,1173.48,43.17,Lettuce,warning
14.38,77.42,6.0,20200.24,1373.82,46.65,Lettuce,warning
19.83,66.37,6.6,27760.88,1265.42,43.82,Lettuce,optimal
20.21,66.65,6.03,28601.48,700.3,58.09,Lettuce,optimal
17.36,66.86,6.16,34937.63,445.17,56.97,Lettuce,optimal
20.12,71.19,6.69,29876.73,1265.36,75.64,Lettuce,optimal
19.97,60.19,7.0,39595.05,1401.14,56.19,Lettuce,warning
17.87,63.47,6.95,24164.44,911.25,70.2,Lettuce,optimal
19.15,76.61,6.54,20429.9,898.82,73.01,Lettuce,optimal
17.39,56.51,6.7,14350.5,1058.79,63.3,Lettuce,optimal
19.33,71.47,5.91,26290.45,822.77,67.04,Lettuce,warning
14.77,65.74,5.73,18202.44,658.57,44.99,Lettuce,warning
24.63,58.24,6.87,39202.28,1029.39,46.2,Lettuce,warning
21.22,75.71,6.36,12998.69,1025.39,73.2,Lettuce,optimal
19.52,57.96,6.79,16141.18,635.84,71.21,Lettuce,optimal
17.73,56.11,5.96,36227.26,1266.48,65.94,Lettuce,warning
22.68,54.74,6.58,20665.76,508.09,58.09,Lettuce,optimal
22.31,55.64,6.16,15894.85,672.78,76.63,Lettuce,optimal
19.45,59.18,7.02,14782.32,915.42,57.6,Lettuce,warning
24.14,76.26,6.69,21743.72,1281.5,49.81,Lettuce,warning
14.47,57.91,6.61,26346.11,1074.42,77.47,Lettuce,warning
18.89,66.87,6.19,12228.63,973.93,55.24,Lettuce,optimal
22.86,53.83,6.02,23467.32,664.28,43.59,Lettuce,optimal
22.94,54.15,6.76,18235.78,592.12,53.74,Lettuce,optimal
21.63,63.77,6.34,13162.3,1252.61,50.42,Lettuce,optimal
19.81,67.42,6.71,21606.4,435.01,38.71,Lettuce,warning
21.63,67.44,6.78,17336.46,798.49,44.37,Lettuce,optimal
26.49,68.53,6.58,17742.05,1099.17,67.75,Lettuce,warning
17.48,76.71,6.97,36735.01,1213.09,52.76,Lettuce,optimal
17.81,79.85,5.98,32432.47,1178.8,66.19,Lettuce,warning
21.44,56.35,6.28,12661.51,908.37,47.48,Lettuce,optimal
18.52,79.86,6.75,15394.09,842.15,76.2,Lettuce,optimal
16.0,55.6,6.32,27815.7,583.01,76.89,Lettuce,optimal
18.19,68.38,6.15,24232.29,1150.75,72.57,Lettuce,optimal
24.69,64.25,6.86,34804.39,1236.65,39.37,Lettuce,warning
13.91,59.41,6.89,22259.77,835.26,72.43,Lettuce,warning
22.11,73.9,6.21,30746.99,681.97,45.62,Lettuce,optimal
17.5,58.62,6.48,35532.87,563.92,65.33,Lettuce,optimal
19.57,61.93,6.34,19256.56,1021.82,59.25,Lettuce,optimal
16.72,51.25,6.82,37546.18,763.89,66.2,Lettuce,optimal
20.98,78.23,6.93,27657.84,1104.7,77.13,Lettuce,optimal
16.49,54.52,6.32,34990.62,1276.72,44.74,Lettuce,optimal
16.67,61.7,6.26,39819.24,600.54,43.77,Lettuce,optimal
23.11,68.89,6.25,30140.35,951.91,43.68,Lettuce,optimal
20.17,68.9,6.42,38205.24,1291.32,77.83,Lettuce,optimal
15.71,72.27,6.27,20492.0,449.37,45.22,Lettuce,optimal
20.75,62.82,6.16,28587.97,666.58,62.84,Lettuce,optimal
17.24,73.55,6.95,23626.76,779.51,53.81,Lettuce,optimal
20.98,59.64,6.28,12265.09,898.17,56.23,Lettuce,optimal
25.5,55.06,6.15,34073.62,1308.41,56.53,Lettuce,warning
19.46,56.15,7.14,13733.64,1440.43,68.29,Lettuce,warning
19.32,49.89,6.72,21149.64,558.91,64.93,Lettuce,warning
25.12,62.82,6.82,11907.04,846.81,46.14,Lettuce,warning
21.9,79.45,6.72,11710.08,783.84,59.18,Lettuce,optimal
20.16,76.42,6.84,27604.49,791.16,50.66,Lettuce,optimal
15.73,60.36,6.24,30314.63,1148.89,43.54,Lettuce,optimal
16.89,59.17,6.03,35012.69,475.94,59.31,Lettuce,optimal
19.6,75.15,6.6,18068.95,957.47,68.02,Lettuce,optimal
24.85,58.25,6.5,37834.44,1425.42,66.98,Lettuce,warning
21.67,67.87,6.87,26029.72,1173.89,56.96,Lettuce,optimal
20.23,72.39,5.99,34141.48,1009.42,71.39,Lettuce,warning
17.68,61.48,6.94,17933.25,1306.47,60.28,Lettuce,optimal
20.41,54.33,6.71,20466.71,467.12,51.28,Lettuce,optimal
15.12,81.18,6.92,21139.45,1215.26,53.02,Lettuce,warning
20.32,74.03,6.75,20889.95,1230.5,52.39,Lettuce,optimal
24.57,49.85,6.65,30565.86,1161.32,47.18,Lettuce,warning
19.27,53.02,6.53,16399.56,744.93,61.05,Lettuce,optimal
20.62,53.94,6.0,22451.51,1257.35,75.93,Lettuce,warning
12.91,62.06,6.3,10835.44,1129.5,64.47,Lettuce,warning
18.43,56.45,6.21,35648.42,1523.45,43.87,Lettuce,warning
20.42,72.69,6.96,22464.04,424.04,43.13,Lettuce,optimal
19.27,62.4,5.82,26909.3,436.75,73.41,Lettuce,warning
14.99,50.76,6.45,23485.57,1433.91,63.7,Lettuce,warning
18.41,67.67,6.44,36950.91,816.72,63.05,Lettuce,optimal
15.55,61.53,6.77,34322.72,647.94,49.5,Lettuce,optimal
21.56,75.95,5.97,23349.06,787.51,77.82,Lettuce,warning
13.25,57.9,6.72,11575.15,952.5,60.3,Lettuce,warning
15.67,60.42,6.56,14544.99,1021.33,78.11,Lettuce,optimal
23.03,54.41,6.38,18386.56,780.94,56.58,Lettuce,optimal
20.27,49.81,6.22,22356.55,1160.42,50.15,Lettuce,warning
20.21,54.29,6.94,36669.44,750.5,48.46,Lettuce,optimal
18.85,55.74,6.48,35084.1,1119.59,71.42,Lettuce,optimal
17.34,52.01,6.83,20401.96,1147.79,51.9,Lettuce,optimal
14.08,79.21,6.01,40238.24,1464.92,73.84,Lettuce,warning
20.06,66.91,6.88,19381.8,903.3,67.15,Lettuce,optimal
16.92,59.44,6.35,26890.44,1371.61,48.76,Lettuce,optimal
22.79,66.44,6.74,26806.64,1258.62,37.74,Lettuce,warning
23.41,57.31,7.07,39883.11,743.19,48.04,Lettuce,warning
20.28,58.28,6.95,12204.21,502.64,79.18,Lettuce,optimal
22.9,74.85,6.06,30094.06,1071.16,62.69,Lettuce,optimal
22.29,68.63,6.33,18362.7,1227.97,47.78,Lettuce,optimal
20.4,59.18,6.6,32340.57,652.79,43.98,Lettuce,optimal
15.31,60.08,6.61,11747.57,1215.02,58.18,Lettuce,optimal
18.33,75.91,6.36,24866.84,432.44,41.03,Lettuce,optimal
17.61,53.67,6.54,22913.19,988.29,47.33,Lettuce,optimal
15.79,69.14,6.9,11870.35,1387.68,65.95,Lettuce,optimal
21.16,68.18,6.04,12888.17,1053.79,52.0,Lettuce,optimal
23.05,60.36,6.29,32000.57,731.74,61.3,Lettuce,optimal
23.42,78.88,6.93,30905.11,1159.29,74.86,Lettuce,optimal
18.96,52.43,5.85,16789.47,1136.61,63.65,Lettuce,warning
20.81,51.19,6.7,18913.84,1126.82,64.49,Lettuce,optimal
16.49,55.61,6.04,34484.77,1420.65,65.32,Lettuce,optimal
14.22,62.33,6.52,33656.21,544.95,44.8,Lettuce,warning
20.41,62.8,6.76,9867.06,1017.42,74.66,Lettuce,warning
23.32,65.27,6.12,13062.88,996.2,55.45,Lettuce,optimal
17.84,55.73,6.16,12852.9,707.31,41.8,Lettuce,optimal
14.98,82.99,6.45,26135.51,1350.69,77.47,Lettuce,warning
20.39,71.34,6.06,19422.74,826.01,67.79,Lettuce,optimal
21.43,60.45,6.19,28601.45,521.1,62.89,Lettuce,optimal
22.63,71.95,6.74,35391.39,949.6,68.49,Lettuce,optimal
18.29,55.22,6.29,18944.58,888.98,65.71,Lettuce,optimal
20.68,52.33,6.28,39729.23,497.78,58.51,Lettuce,optimal
20.2,67.55,6.15,11668.6,507.2,64.84,Lettuce,optimal
20.35,56.13,6.53,35584.92,446.48,58.84,Lettuce,optimal
23.2,57.62,6.22,28031.31,1404.65,68.57,Lettuce,optimal
20.9,72.47,6.23,29276.75,934.99,46.53,Lettuce,optimal
22.76,64.06,6.35,36927.38,439.02,53.39,Lettuce,optimal
17.84,71.46,6.52,19123.33,1156.53,54.98,Lettuce,optimal
22.03,60.37,6.62,38527.13,690.63,41.94,Lettuce,optimal
23.14,82.88,6.28,12177.74,792.86,62.2,Lettuce,warning
17.24,69.76,7.18,22933.22,806.24,54.4,Lettuce,warning
17.97,78.19,6.27,21430.25,1138.86,54.51,Lettuce,optimal
21.93,45.75,6.65,37600.09,1073.38,76.77,Lettuce,warning
19.7,62.94,6.85,27856.53,849.93,54.47,Lettuce,optimal
14.43,62.37,6.26,32076.4,647.59,42.29,Lettuce,warning
19.9,73.4,6.87,28320.01,813.97,69.97,Lettuce,optimal
17.77,51.62,6.99,38003.56,824.33,54.5,Lettuce,optimal
16.78,52.94,6.53,27713.16,485.96,77.31,Lettuce,optimal
23.33,69.19,7.12,12672.11,951.03,68.64,Lettuce,warning
22.45,67.12,6.16,37866.93,539.02,74.24,Lettuce,optimal
25.78,54.21,6.59,11159.79,843.25,63.52,Lettuce,warning
20.05,75.74,6.44,24642.85,1329.36,79.37,Lettuce,optimal
15.65,76.5,6.18,34435.32,694.97,45.75,Lettuce,optimal
19.15,66.03,6.44,11737.11,1075.19,75.81,Lettuce,optimal
18.14,61.69,6.75,11373.29,1312.24,72.49,Lettuce,optimal
21.61,57.7,6.85,26560.06,1312.95,64.38,Lettuce,optimal
22.41,69.09,6.61,37519.12,974.97,64.6,Lettuce,optimal
16.02,67.92,6.83,14887.59,484.18,64.4,Lettuce,optimal
25.47,64.26,6.34,29615.77,500.46,59.36,Lettuce,warning
20.14,61.2,6.26,21259.12,452.42,56.62,Lettuce,optimal
17.96,59.93,6.13,34684.41,568.67,61.79,Lettuce,optimal
16.37,50.94,6.15,27192.94,1370.37,63.67,Lettuce,optimal
23.87,55.04,6.55,11066.87,629.46,60.88,Lettuce,optimal
19.74,46.92,6.91,35472.19,699.74,39.95,Lettuce,warning
17.96,53.13,5.88,25641.71,632.27,53.86,Lettuce,warning
24.1,70.0,7.32,13619.04,815.4,59.41,Lettuce,warning
14.37,49.61,6.63,30092.98,826.24,58.19,Lettuce,warning
18.05,53.49,6.3,15017.54,534.87,78.0,Lettuce,optimal
21.9,75.15,6.59,22459.67,656.35,47.62,Lettuce,optimal
17.03,72.3,6.97,26991.6,922.75,77.23,Lettuce,optimal
15.56,59.53,6.17,33457.18,1496.42,53.7,Lettuce,optimal
24.54,77.79,6.24,21034.84,865.08,77.96,Lettuce,warning
20.1,74.34,6.48,32295.09,876.11,62.24,Lettuce,optimal
21.41,70.88,6.87,11291.03,1130.84,45.05,Lettuce,optimal
16.08,68.47,6.44,25246.6,1482.53,46.66,Lettuce,optimal
20.77,60.37,6.3,14784.09,1466.35,74.43,Lettuce,optimal
19.1,80.56,6.64,20789.93,1150.93,59.25,Lettuce,warning
16.92,59.64,6.58,27228.1,556.42,60.04,Lettuce,optimal
18.36,68.1,5.96,32592.94,428.08,52.62,Lettuce,warning
19.98,66.34,6.42,30690.31,1042.91,70.62,Lettuce,optimal
20.56,70.54,5.97,14522.87,686.23,55.0,Lettuce,warning
20.78,65.59,6.27,10411.19,919.18,53.88,Lettuce,optimal
24.67,45.72,6.15,38660.69,625.54,55.86,Lettuce,warning
13.59,70.3,6.26,23090.05,956.37,76.77,Lettuce,warning
16.91,49.41,6.57,27409.8,1406.58,66.68,Lettuce,warning
25.66,64.79,6.76,37014.85,1033.95,46.58,Lettuce,warning
19.97,56.28,6.32,19412.52,984.24,62.98,Lettuce,optimal
16.88,67.43,6.24,12660.42,571.84,58.74,Lettuce,optimal
18.57,57.37,6.43,34777.37,382.68,67.97,Lettuce,warning
20.67,70.3,6.71,10835.73,569.65,72.89,Lettuce,optimal
15.5,72.41,6.73,30848.77,1400.2,78.11,Lettuce,optimal
22.2,56.37,6.2,10718.62,669.03,77.51,Lettuce,optimal
15.96,55.34,6.14,36031.91,933.19,68.02,Lettuce,optimal
17.45,74.38,6.76,18851.07,860.77,46.28,Lettuce,optimal
23.34,68.49,6.93,19698.76,1222.81,71.35,Lettuce,optimal
18.98,82.3,6.45,14548.68,1145.26,66.42,Lettuce,warning
18.38,58.19,6.36,20483.74,904.92,65.97,Lettuce,optimal
23.21,59.13,6.76,18320.04,618.78,67.42,Lettuce,optimal
23.51,64.54,6.77,36982.72,1339.17,46.93,Lettuce,optimal
20.02,59.88,6.55,12050.38,905.22,45.41,Lettuce,optimal
17.21,63.7,6.67,35999.51,701.32,73.29,Lettuce,optimal
23.26,64.69,6.32,31056.54,1419.42,63.69,Lettuce,optimal
18.63,62.97,6.5,25221.62,556.91,50.99,Lettuce,optimal
22.82,73.96,6.2,37520.71,737.82,68.25,Lettuce,optimal
22.18,79.79,6.62,19436.87,1355.91,43.44,Lettuce,optimal
18.3,73.22,6.6,18295.62,1353.62,47.83,Lettuce,optimal
12.91,69.62,6.61,35374.58,809.39,46.51,Lettuce,warning
23.27,63.48,6.26,31974.94,953.32,63.84,Lettuce,optimal
18.28,70.38,6.98,30566.37,505.54,70.92,Lettuce,optimal
19.12,69.26,6.09,36495.71,1212.1,44.9,Lettuce,optimal
19.42,80.23,6.12,38727.1,1137.24,67.33,Lettuce,warning
15.09,57.57,6.68,18318.33,1259.14,56.33,Lettuce,optimal
16.9,51.3,6.76,38761.19,802.65,54.95,Lettuce,optimal
17.29,63.15,6.39,36680.94,969.62,60.49,Lettuce,optimal
15.69,78.62,6.07,13053.94,1128.18,60.52,Lettuce,optimal
17.33,57.83,6.88,14813.0,1324.2,65.65,Lettuce,optimal
18.38,66.79,6.43,33162.46,961.94,54.74,Lettuce,optimal
19.92,76.71,6.37,38612.68,739.02,40.87,Lettuce,optimal
17.58,66.85,6.25,9662.77,1411.24,74.86,Lettuce,warning
22.14,56.42,6.03,12620.77,1181.67,76.88,Lettuce,optimal
20.98,57.99,6.58,20269.85,792.63,66.03,Lettuce,optimal
24.42,58.67,6.11,39102.72,648.1,37.93,Lettuce,warning
16.12,51.76,6.25,34586.68,797.9,61.34,Lettuce,optimal
20.25,65.51,7.0,36573.11,417.18,70.74,Lettuce,optimal
